country,coverage,measure,year,month,passengers
ESP,INTL,PAS_BRD,2019,M09,18893573
FIN,INTL,PAS_BRD,2019,M09,1795104
FRA,INTL,PAS_BRD,2019,M09,12643708
HRV,INTL,PAS_BRD,2019,M09,1353446
HUN,INTL,PAS_BRD,2019,M09,1568820
IRL,INTL,PAS_BRD,2019,M09,3523133
ISL,INTL,PAS_BRD,2019,M09,647367
ITA,INTL,PAS_BRD,2019,M09,12904580
LTU,INTL,PAS_BRD,2019,M09,603752
LUX,INTL,PAS_BRD,2019,M09,415326
LVA,INTL,PAS_BRD,2019,M09,734040
MNE,INTL,PAS_BRD,2019,M09,371511
MKD,INTL,PAS_BRD,2019,M09,231959
MLT,INTL,PAS_BRD,2019,M09,763013
NLD,INTL,PAS_BRD,2019,M09,7491942
NOR,INTL,PAS_BRD,2019,M09,2253277
POL,INTL,PAS_BRD,2019,M09,4560999
PRT,INTL,PAS_BRD,2019,M09,4960677
ROU,INTL,PAS_BRD,2019,M09,1978666
RS,INTL,PAS_BRD,2019,M09,735401
SWE,INTL,PAS_BRD,2019,M09,2845114
SVN,INTL,PAS_BRD,2019,M09,171981
SVK,INTL,PAS_BRD,2019,M09,311866
TUR,INTL,PAS_BRD,2019,M09,12228628
GBR,INTL,PAS_BRD,2019,M09,24123647
AUT,"NAT",PAS_BRD,2019,M09,56448
BEL,"NAT",PAS_BRD,2019,M09,779
BGR,"NAT",PAS_BRD,2019,M09,30526
CHE,"NAT",PAS_BRD,2019,M09,56145
CYP,"NAT",PAS_BRD,2019,M09,0
CZE,"NAT",PAS_BRD,2019,M09,6976
DEU,"NAT",PAS_BRD,2019,M09,2141778
DNK,"NAT",PAS_BRD,2019,M09,173382
EST,"NAT",PAS_BRD,2019,M09,2504
GRC,"NAT",PAS_BRD,2019,M09,901818
ESP,"NAT",PAS_BRD,2019,M09,3926562
FIN,"NAT",PAS_BRD,2019,M09,243141
FRA,"NAT",PAS_BRD,2019,M09,2699242
HRV,"NAT",PAS_BRD,2019,M09,59422
HUN,"NAT",PAS_BRD,2019,M09,3
IRL,"NAT",PAS_BRD,2019,M09,10169
ISL,"NAT",PAS_BRD,2019,M09,28563
ITA,"NAT",PAS_BRD,2019,M09,3064559
LTU,"NAT",PAS_BRD,2019,M09,0
LUX,"NAT",PAS_BRD,2019,M09,95
LVA,"NAT",PAS_BRD,2019,M09,1243
MNE,"NAT",PAS_BRD,2019,M09,0
MKD,"NAT",PAS_BRD,2019,M09,0
MLT,"NAT",PAS_BRD,2019,M09,0
NLD,"NAT",PAS_BRD,2019,M09,151
NOR,"NAT",PAS_BRD,2019,M09,1513264
POL,"NAT",PAS_BRD,2019,M09,175515
PRT,"NAT",PAS_BRD,2019,M09,489891
ROU,"NAT",PAS_BRD,2019,M09,117200
RS,"NAT",PAS_BRD,2019,M09,1
SWE,"NAT",PAS_BRD,2019,M09,638108
SVN,"NAT",PAS_BRD,2019,M09,0
SVK,"NAT",PAS_BRD,2019,M09,314
TUR,"NAT",PAS_BRD,2019,M09,4336716
GBR,"NAT",PAS_BRD,2019,M09,1932174
AUT,TOTAL,PAS_BRD,2019,M09,3320406
BEL,TOTAL,PAS_BRD,2019,M09,3335969
BGR,TOTAL,PAS_BRD,2019,M09,1295432
CHE,TOTAL,PAS_BRD,2019,M09,5115171
CYP,TOTAL,PAS_BRD,2019,M09,1339773
CZE,TOTAL,PAS_BRD,2019,M09,1998819
DEU,TOTAL,PAS_BRD,2019,M09,22226241
DNK,TOTAL,PAS_BRD,2019,M09,3278160
EST,TOTAL,PAS_BRD,2019,M09,310000
GRC,TOTAL,PAS_BRD,2019,M09,7690182
ESP,TOTAL,PAS_BRD,2019,M09,22820135
FIN,TOTAL,PAS_BRD,2019,M09,2038245
FRA,TOTAL,PAS_BRD,2019,M09,15342950
HRV,TOTAL,PAS_BRD,2019,M09,1412868
HUN,TOTAL,PAS_BRD,2019,M09,1568823
IRL,TOTAL,PAS_BRD,2019,M09,3533302
ISL,TOTAL,PAS_BRD,2019,M09,675930
ITA,TOTAL,PAS_BRD,2019,M09,15969139
LTU,TOTAL,PAS_BRD,2019,M09,603752
LUX,TOTAL,PAS_BRD,2019,M09,415421
LVA,TOTAL,PAS_BRD,2019,M09,735283
MNE,TOTAL,PAS_BRD,2019,M09,371511
MKD,TOTAL,PAS_BRD,2019,M09,231959
MLT,TOTAL,PAS_BRD,2019,M09,763013
NLD,TOTAL,PAS_BRD,2019,M09,7492093
NOR,TOTAL,PAS_BRD,2019,M09,3766541
POL,TOTAL,PAS_BRD,2019,M09,4736514
PRT,TOTAL,PAS_BRD,2019,M09,5450568
ROU,TOTAL,PAS_BRD,2019,M09,2095866
RS,TOTAL,PAS_BRD,2019,M09,735402
SWE,TOTAL,PAS_BRD,2019,M09,3483222
SVN,TOTAL,PAS_BRD,2019,M09,171981
SVK,TOTAL,PAS_BRD,2019,M09,312180
TUR,TOTAL,PAS_BRD,2019,M09,16565344
GBR,TOTAL,PAS_BRD,2019,M09,26055821
AUT,INTL,PAS_BRD,2019,M08,3483565
BEL,INTL,PAS_BRD,2019,M08,3561202
BGR,INTL,PAS_BRD,2019,M08,1851365
CHE,INTL,PAS_BRD,2019,M08,5521917
CYP,INTL,PAS_BRD,2019,M08,1498614
CZE,INTL,PAS_BRD,2019,M08,2197627
DEU,INTL,PAS_BRD,2019,M08,20985600
DNK,INTL,PAS_BRD,2019,M08,3262449
EST,INTL,PAS_BRD,2019,M08,321632
GRC,INTL,PAS_BRD,2019,M08,8252006
ESP,INTL,PAS_BRD,2019,M08,20805697
FIN,INTL,PAS_BRD,2019,M08,1915004
FRA,INTL,PAS_BRD,2019,M08,14520919
HRV,INTL,PAS_BRD,2019,M08,1782173
HUN,INTL,PAS_BRD,2019,M08,1678314
IRL,INTL,PAS_BRD,2019,M08,4001313
ISL,INTL,PAS_BRD,2019,M08,844872
ITA,INTL,PAS_BRD,2019,M08,14336243
LTU,INTL,PAS_BRD,2019,M08,622627
LUX,INTL,PAS_BRD,2019,M08,420214
LVA,INTL,PAS_BRD,2019,M08,829077
MNE,INTL,PAS_BRD,2019,M08,468752
MKD,INTL,PAS_BRD,2019,M08,263652
MLT,INTL,PAS_BRD,2019,M08,824389
NLD,INTL,PAS_BRD,2019,M08,7864795
NOR,INTL,PAS_BRD,2019,M08,2448050
POL,INTL,PAS_BRD,2019,M08,4875882
PRT,INTL,PAS_BRD,2019,M08,5342771
ROU,INTL,PAS_BRD,2019,M08,2170706
RS,INTL,PAS_BRD,2019,M08,856580
SWE,INTL,PAS_BRD,2019,M08,3052078
SVN,INTL,PAS_BRD,2019,M08,211595
SVK,INTL,PAS_BRD,2019,M08,419725
TUR,INTL,PAS_BRD,2019,M08,14202067
GBR,INTL,PAS_BRD,2019,M08,27049713
AUT,"NAT",PAS_BRD,2019,M08,46384
BEL,"NAT",PAS_BRD,2019,M08,704
BGR,"NAT",PAS_BRD,2019,M08,40997
CHE,"NAT",PAS_BRD,2019,M08,70302
CYP,"NAT",PAS_BRD,2019,M08,0
CZE,"NAT",PAS_BRD,2019,M08,7123
DEU,"NAT",PAS_BRD,2019,M08,1816002
DNK,"NAT",PAS_BRD,2019,M08,163133
EST,"NAT",PAS_BRD,2019,M08,3520
GRC,"NAT",PAS_BRD,2019,M08,1032762
ESP,"NAT",PAS_BRD,2019,M08,4121681
FIN,"NAT",PAS_BRD,2019,M08,201551
FRA,"NAT",PAS_BRD,2019,M08,2880320
HRV,"NAT",PAS_BRD,2019,M08,62617
HUN,"NAT",PAS_BRD,2019,M08,0
IRL,"NAT",PAS_BRD,2019,M08,10566
ISL,"NAT",PAS_BRD,2019,M08,31722
ITA,"NAT",PAS_BRD,2019,M08,3125423
LTU,"NAT",PAS_BRD,2019,M08,0
LUX,"NAT",PAS_BRD,2019,M08,51
LVA,"NAT",PAS_BRD,2019,M08,1868
MNE,"NAT",PAS_BRD,2019,M08,0
MKD,"NAT",PAS_BRD,2019,M08,0
MLT,"NAT",PAS_BRD,2019,M08,4
NLD,"NAT",PAS_BRD,2019,M08,485
NOR,"NAT",PAS_BRD,2019,M08,1396448
POL,"NAT",PAS_BRD,2019,M08,174313
PRT,"NAT",PAS_BRD,2019,M08,548415
ROU,"NAT",PAS_BRD,2019,M08,111194
RS,"NAT",PAS_BRD,2019,M08,25
SWE,"NAT",PAS_BRD,2019,M08,547358
SVN,"NAT",PAS_BRD,2019,M08,0
SVK,"NAT",PAS_BRD,2019,M08,105
TUR,"NAT",PAS_BRD,2019,M08,4576393
GBR,"NAT",PAS_BRD,2019,M08,2100557
AUT,TOTAL,PAS_BRD,2019,M08,3529949
BEL,TOTAL,PAS_BRD,2019,M08,3561906
BGR,TOTAL,PAS_BRD,2019,M08,1892362
CHE,TOTAL,PAS_BRD,2019,M08,5592219
CYP,TOTAL,PAS_BRD,2019,M08,1498614
CZE,TOTAL,PAS_BRD,2019,M08,2204750
DEU,TOTAL,PAS_BRD,2019,M08,22801602
DNK,TOTAL,PAS_BRD,2019,M08,3425582
EST,TOTAL,PAS_BRD,2019,M08,325152
GRC,TOTAL,PAS_BRD,2019,M08,9284768
ESP,TOTAL,PAS_BRD,2019,M08,24927378
FIN,TOTAL,PAS_BRD,2019,M08,2116555
FRA,TOTAL,PAS_BRD,2019,M08,17401239
HRV,TOTAL,PAS_BRD,2019,M08,1844790
HUN,TOTAL,PAS_BRD,2019,M08,1678314
IRL,TOTAL,PAS_BRD,2019,M08,4011879
ISL,TOTAL,PAS_BRD,2019,M08,876594
ITA,TOTAL,PAS_BRD,2019,M08,17461666
LTU,TOTAL,PAS_BRD,2019,M08,622627
LUX,TOTAL,PAS_BRD,2019,M08,420265
LVA,TOTAL,PAS_BRD,2019,M08,830945
MNE,TOTAL,PAS_BRD,2019,M08,468752
MKD,TOTAL,PAS_BRD,2019,M08,263652
MLT,TOTAL,PAS_BRD,2019,M08,824393
NLD,TOTAL,PAS_BRD,2019,M08,7865280
NOR,TOTAL,PAS_BRD,2019,M08,3844498
POL,TOTAL,PAS_BRD,2019,M08,5050195
PRT,TOTAL,PAS_BRD,2019,M08,5891186
ROU,TOTAL,PAS_BRD,2019,M08,2281900
RS,TOTAL,PAS_BRD,2019,M08,856605
SWE,TOTAL,PAS_BRD,2019,M08,3599436
SVN,TOTAL,PAS_BRD,2019,M08,211595
SVK,TOTAL,PAS_BRD,2019,M08,419830
TUR,TOTAL,PAS_BRD,2019,M08,18778460
GBR,TOTAL,PAS_BRD,2019,M08,29150270
AUT,INTL,PAS_BRD,2019,M07,3470084
BEL,INTL,PAS_BRD,2019,M07,3659799
BGR,INTL,PAS_BRD,2019,M07,1832351
CHE,INTL,PAS_BRD,2019,M07,5559817
CYP,INTL,PAS_BRD,2019,M07,1448876
CZE,INTL,PAS_BRD,2019,M07,2172416
DEU,INTL,PAS_BRD,2019,M07,20890596
DNK,INTL,PAS_BRD,2019,M07,3497478
EST,INTL,PAS_BRD,2019,M07,314778
GRC,INTL,PAS_BRD,2019,M07,7975339
ESP,INTL,PAS_BRD,2019,M07,20510966
FIN,INTL,PAS_BRD,2019,M07,2009519
FRA,INTL,PAS_BRD,2019,M07,14291476
HRV,INTL,PAS_BRD,2019,M07,1811853
HUN,INTL,PAS_BRD,2019,M07,1666368
IRL,INTL,PAS_BRD,2019,M07,4024413
ISL,INTL,PAS_BRD,2019,M07,847950
ITA,INTL,PAS_BRD,2019,M07,13904144
LTU,INTL,PAS_BRD,2019,M07,595869
LUX,INTL,PAS_BRD,2019,M07,424722
LVA,INTL,PAS_BRD,2019,M07,830883
MNE,INTL,PAS_BRD,2019,M07,442709
MKD,INTL,PAS_BRD,2019,M07,241567
MLT,INTL,PAS_BRD,2019,M07,800218
NLD,INTL,PAS_BRD,2019,M07,7735326
NOR,INTL,PAS_BRD,2019,M07,2925929
POL,INTL,PAS_BRD,2019,M07,4816890
PRT,INTL,PAS_BRD,2019,M07,5252174
ROU,INTL,PAS_BRD,2019,M07,2078703
RS,INTL,PAS_BRD,2019,M07,803864
SWE,INTL,PAS_BRD,2019,M07,3282870
SVN,INTL,PAS_BRD,2019,M07,206772
SVK,INTL,PAS_BRD,2019,M07,427240
TUR,INTL,PAS_BRD,2019,M07,13386617
GBR,INTL,PAS_BRD,2019,M07,26488945
AUT,"NAT",PAS_BRD,2019,M07,53495
BEL,"NAT",PAS_BRD,2019,M07,1143
BGR,"NAT",PAS_BRD,2019,M07,39337
CHE,"NAT",PAS_BRD,2019,M07,68910
CYP,"NAT",PAS_BRD,2019,M07,0
CZE,"NAT",PAS_BRD,2019,M07,7236
DEU,"NAT",PAS_BRD,2019,M07,2016659
DNK,"NAT",PAS_BRD,2019,M07,148289
EST,"NAT",PAS_BRD,2019,M07,3616
GRC,"NAT",PAS_BRD,2019,M07,1018203
ESP,"NAT",PAS_BRD,2019,M07,4243495
FIN,"NAT",PAS_BRD,2019,M07,173214
FRA,"NAT",PAS_BRD,2019,M07,3100789
HRV,"NAT",PAS_BRD,2019,M07,62332
HUN,"NAT",PAS_BRD,2019,M07,15
IRL,"NAT",PAS_BRD,2019,M07,10269
ISL,"NAT",PAS_BRD,2019,M07,29958
ITA,"NAT",PAS_BRD,2019,M07,3319317
LTU,"NAT",PAS_BRD,2019,M07,5
LUX,"NAT",PAS_BRD,2019,M07,222
LVA,"NAT",PAS_BRD,2019,M07,1960
MNE,"NAT",PAS_BRD,2019,M07,31
MKD,"NAT",PAS_BRD,2019,M07,0
MLT,"NAT",PAS_BRD,2019,M07,3
NLD,"NAT",PAS_BRD,2019,M07,414
NOR,"NAT",PAS_BRD,2019,M07,1225345
POL,"NAT",PAS_BRD,2019,M07,175084
PRT,"NAT",PAS_BRD,2019,M07,525477
ROU,"NAT",PAS_BRD,2019,M07,118670
RS,"NAT",PAS_BRD,2019,M07,4
SWE,"NAT",PAS_BRD,2019,M07,463619
SVN,"NAT",PAS_BRD,2019,M07,0
SVK,"NAT",PAS_BRD,2019,M07,172
TUR,"NAT",PAS_BRD,2019,M07,4602247
GBR,"NAT",PAS_BRD,2019,M07,2098974
AUT,TOTAL,PAS_BRD,2019,M07,3523579
BEL,TOTAL,PAS_BRD,2019,M07,3660942
BGR,TOTAL,PAS_BRD,2019,M07,1871688
CHE,TOTAL,PAS_BRD,2019,M07,5628727
CYP,TOTAL,PAS_BRD,2019,M07,1448876
CZE,TOTAL,PAS_BRD,2019,M07,2179652
DEU,TOTAL,PAS_BRD,2019,M07,22907255
DNK,TOTAL,PAS_BRD,2019,M07,3645767
EST,TOTAL,PAS_BRD,2019,M07,318394
GRC,TOTAL,PAS_BRD,2019,M07,8993542
ESP,TOTAL,PAS_BRD,2019,M07,24754461
FIN,TOTAL,PAS_BRD,2019,M07,2182733
FRA,TOTAL,PAS_BRD,2019,M07,17392265
HRV,TOTAL,PAS_BRD,2019,M07,1874185
HUN,TOTAL,PAS_BRD,2019,M07,1666383
IRL,TOTAL,PAS_BRD,2019,M07,4034682
ISL,TOTAL,PAS_BRD,2019,M07,877908
ITA,TOTAL,PAS_BRD,2019,M07,17223461
LTU,TOTAL,PAS_BRD,2019,M07,595874
LUX,TOTAL,PAS_BRD,2019,M07,424944
LVA,TOTAL,PAS_BRD,2019,M07,832843
MNE,TOTAL,PAS_BRD,2019,M07,442740
MKD,TOTAL,PAS_BRD,2019,M07,241567
MLT,TOTAL,PAS_BRD,2019,M07,800221
NLD,TOTAL,PAS_BRD,2019,M07,7735740
NOR,TOTAL,PAS_BRD,2019,M07,4151274
POL,TOTAL,PAS_BRD,2019,M07,4991974
PRT,TOTAL,PAS_BRD,2019,M07,5777651
ROU,TOTAL,PAS_BRD,2019,M07,2197373
RS,TOTAL,PAS_BRD,2019,M07,803868
SWE,TOTAL,PAS_BRD,2019,M07,3746489
SVN,TOTAL,PAS_BRD,2019,M07,206772
SVK,TOTAL,PAS_BRD,2019,M07,427412
TUR,TOTAL,PAS_BRD,2019,M07,17988864
GBR,TOTAL,PAS_BRD,2019,M07,28587919
AUT,INTL,PAS_BRD,2019,M06,3279548
BEL,INTL,PAS_BRD,2019,M06,3264948
BGR,INTL,PAS_BRD,2019,M06,1429659
CHE,INTL,PAS_BRD,2019,M06,5106063
CYP,INTL,PAS_BRD,2019,M06,1307755
CZE,INTL,PAS_BRD,2019,M06,1927076
DEU,INTL,PAS_BRD,2019,M06,19609755
DNK,INTL,PAS_BRD,2019,M06,3223796
EST,INTL,PAS_BRD,2019,M06,314082
GRC,INTL,PAS_BRD,2019,M06,6756893
ESP,INTL,PAS_BRD,2019,M06,19027183
FIN,INTL,PAS_BRD,2019,M06,1937585
FRA,INTL,PAS_BRD,2019,M06,13007654
HRV,INTL,PAS_BRD,2019,M06,1414705
HUN,INTL,PAS_BRD,2019,M06,1528056
IRL,INTL,PAS_BRD,2019,M06,3757949
ISL,INTL,PAS_BRD,2019,M06,788262
ITA,INTL,PAS_BRD,2019,M06,12643374
LTU,INTL,PAS_BRD,2019,M06,605332
LUX,INTL,PAS_BRD,2019,M06,407519
LVA,INTL,PAS_BRD,2019,M06,761159
MNE,INTL,PAS_BRD,2019,M06,354638
MKD,INTL,PAS_BRD,2019,M06,214085
MLT,INTL,PAS_BRD,2019,M06,723174
NLD,INTL,PAS_BRD,2019,M06,7477871
NOR,INTL,PAS_BRD,2019,M06,2460784
POL,INTL,PAS_BRD,2019,M06,4478804
PRT,INTL,PAS_BRD,2019,M06,4897393
ROU,INTL,PAS_BRD,2019,M06,1881006
RS,INTL,PAS_BRD,2019,M06,631551
SWE,INTL,PAS_BRD,2019,M06,3137853
SVN,INTL,PAS_BRD,2019,M06,189023
SVK,INTL,PAS_BRD,2019,M06,297928
TUR,INTL,PAS_BRD,2019,M06,11448436
GBR,INTL,PAS_BRD,2019,M06,24865236
AUT,"NAT",PAS_BRD,2019,M06,53122
BEL,"NAT",PAS_BRD,2019,M06,1125
BGR,"NAT",PAS_BRD,2019,M06,29607
CHE,"NAT",PAS_BRD,2019,M06,61704
CYP,"NAT",PAS_BRD,2019,M06,0
CZE,"NAT",PAS_BRD,2019,M06,9077
DEU,"NAT",PAS_BRD,2019,M06,2047881
DNK,"NAT",PAS_BRD,2019,M06,184207
EST,"NAT",PAS_BRD,2019,M06,2882
GRC,"NAT",PAS_BRD,2019,M06,875189
ESP,"NAT",PAS_BRD,2019,M06,3953099
FIN,"NAT",PAS_BRD,2019,M06,212707
FRA,"NAT",PAS_BRD,2019,M06,3001584
HRV,"NAT",PAS_BRD,2019,M06,56480
HUN,"NAT",PAS_BRD,2019,M06,211
IRL,"NAT",PAS_BRD,2019,M06,9751
ISL,"NAT",PAS_BRD,2019,M06,29168
ITA,"NAT",PAS_BRD,2019,M06,3172085
LTU,"NAT",PAS_BRD,2019,M06,0
LUX,"NAT",PAS_BRD,2019,M06,183
LVA,"NAT",PAS_BRD,2019,M06,1789
MNE,"NAT",PAS_BRD,2019,M06,0
MKD,"NAT",PAS_BRD,2019,M06,0
MLT,"NAT",PAS_BRD,2019,M06,6
NLD,"NAT",PAS_BRD,2019,M06,381
NOR,"NAT",PAS_BRD,2019,M06,1508999
POL,"NAT",PAS_BRD,2019,M06,169507
PRT,"NAT",PAS_BRD,2019,M06,472019
ROU,"NAT",PAS_BRD,2019,M06,114105
RS,"NAT",PAS_BRD,2019,M06,39
SWE,"NAT",PAS_BRD,2019,M06,584116
SVN,"NAT",PAS_BRD,2019,M06,0
SVK,"NAT",PAS_BRD,2019,M06,177
TUR,"NAT",PAS_BRD,2019,M06,4524748
GBR,"NAT",PAS_BRD,2019,M06,2025402
AUT,TOTAL,PAS_BRD,2019,M06,3332670
BEL,TOTAL,PAS_BRD,2019,M06,3266073
BGR,TOTAL,PAS_BRD,2019,M06,1459266
CHE,TOTAL,PAS_BRD,2019,M06,5167767
CYP,TOTAL,PAS_BRD,2019,M06,1307755
CZE,TOTAL,PAS_BRD,2019,M06,1936153
DEU,TOTAL,PAS_BRD,2019,M06,21657636
DNK,TOTAL,PAS_BRD,2019,M06,3408003
EST,TOTAL,PAS_BRD,2019,M06,316964
GRC,TOTAL,PAS_BRD,2019,M06,7632082
ESP,TOTAL,PAS_BRD,2019,M06,22980282
FIN,TOTAL,PAS_BRD,2019,M06,2150292
FRA,TOTAL,PAS_BRD,2019,M06,16009238
HRV,TOTAL,PAS_BRD,2019,M06,1471185
HUN,TOTAL,PAS_BRD,2019,M06,1528267
IRL,TOTAL,PAS_BRD,2019,M06,3767700
ISL,TOTAL,PAS_BRD,2019,M06,817430
ITA,TOTAL,PAS_BRD,2019,M06,15815459
LTU,TOTAL,PAS_BRD,2019,M06,605332
LUX,TOTAL,PAS_BRD,2019,M06,407702
LVA,TOTAL,PAS_BRD,2019,M06,762948
MNE,TOTAL,PAS_BRD,2019,M06,354638
MKD,TOTAL,PAS_BRD,2019,M06,214085
MLT,TOTAL,PAS_BRD,2019,M06,723180
NLD,TOTAL,PAS_BRD,2019,M06,7478252
NOR,TOTAL,PAS_BRD,2019,M06,3969783
POL,TOTAL,PAS_BRD,2019,M06,4648311
PRT,TOTAL,PAS_BRD,2019,M06,5369412
ROU,TOTAL,PAS_BRD,2019,M06,1995111
RS,TOTAL,PAS_BRD,2019,M06,631590
SWE,TOTAL,PAS_BRD,2019,M06,3721969
SVN,TOTAL,PAS_BRD,2019,M06,189023
SVK,TOTAL,PAS_BRD,2019,M06,298105
TUR,TOTAL,PAS_BRD,2019,M06,15973184
GBR,TOTAL,PAS_BRD,2019,M06,26890638
AUT,INTL,PAS_BRD,2019,M05,3006294
BEL,INTL,PAS_BRD,2019,M05,3108623
BGR,INTL,PAS_BRD,2019,M05,855314
CHE,INTL,PAS_BRD,2019,M05,4802107
CYP,INTL,PAS_BRD,2019,M05,1138981
CZE,INTL,PAS_BRD,2019,M05,1539154
DEU,INTL,PAS_BRD,2019,M05,18120969
DNK,INTL,PAS_BRD,2019,M05,2898328
EST,INTL,PAS_BRD,2019,M05,297935
GRC,INTL,PAS_BRD,2019,M05,4419541
ESP,INTL,PAS_BRD,2019,M05,17003011
FIN,INTL,PAS_BRD,2019,M05,1808094
FRA,INTL,PAS_BRD,2019,M05,11984387
HRV,INTL,PAS_BRD,2019,M05,1004228
HUN,INTL,PAS_BRD,2019,M05,1462321
IRL,INTL,PAS_BRD,2019,M05,3458741
ISL,INTL,PAS_BRD,2019,M05,580149
ITA,INTL,PAS_BRD,2019,M05,11558816
LTU,INTL,PAS_BRD,2019,M05,621474
LUX,INTL,PAS_BRD,2019,M05,393188
LVA,INTL,PAS_BRD,2019,M05,713441
MNE,INTL,PAS_BRD,2019,M05,213117
MKD,INTL,PAS_BRD,2019,M05,194449
MLT,INTL,PAS_BRD,2019,M05,675499
NLD,INTL,PAS_BRD,2019,M05,7405442
NOR,INTL,PAS_BRD,2019,M05,2070899
POL,INTL,PAS_BRD,2019,M05,3996466
PRT,INTL,PAS_BRD,2019,M05,4659171
ROU,INTL,PAS_BRD,2019,M05,1750806
RS,INTL,PAS_BRD,2019,M05,537239
SWE,INTL,PAS_BRD,2019,M05,2765307
SVN,INTL,PAS_BRD,2019,M05,169818
SVK,INTL,PAS_BRD,2019,M05,206090
TUR,INTL,PAS_BRD,2019,M05,9350343
GBR,INTL,PAS_BRD,2019,M05,22941172
AUT,"NAT",PAS_BRD,2019,M05,44142
BEL,"NAT",PAS_BRD,2019,M05,1512
BGR,"NAT",PAS_BRD,2019,M05,24521
CHE,"NAT",PAS_BRD,2019,M05,55421
CYP,"NAT",PAS_BRD,2019,M05,0
CZE,"NAT",PAS_BRD,2019,M05,2749
DEU,"NAT",PAS_BRD,2019,M05,2189001
DNK,"NAT",PAS_BRD,2019,M05,180752
EST,"NAT",PAS_BRD,2019,M05,2511
GRC,"NAT",PAS_BRD,2019,M05,756846
ESP,"NAT",PAS_BRD,2019,M05,3653343
FIN,"NAT",PAS_BRD,2019,M05,233897
FRA,"NAT",PAS_BRD,2019,M05,2727652
HRV,"NAT",PAS_BRD,2019,M05,50016
HUN,"NAT",PAS_BRD,2019,M05,0
IRL,"NAT",PAS_BRD,2019,M05,9349
ISL,"NAT",PAS_BRD,2019,M05,30737
ITA,"NAT",PAS_BRD,2019,M05,2834010
LTU,"NAT",PAS_BRD,2019,M05,0
LUX,"NAT",PAS_BRD,2019,M05,0
LVA,"NAT",PAS_BRD,2019,M05,1497
MNE,"NAT",PAS_BRD,2019,M05,0
MKD,"NAT",PAS_BRD,2019,M05,0
MLT,"NAT",PAS_BRD,2019,M05,0
NLD,"NAT",PAS_BRD,2019,M05,13
NOR,"NAT",PAS_BRD,2019,M05,1422817
POL,"NAT",PAS_BRD,2019,M05,175749
PRT,"NAT",PAS_BRD,2019,M05,438237
ROU,"NAT",PAS_BRD,2019,M05,119633
RS,"NAT",PAS_BRD,2019,M05,0
SWE,"NAT",PAS_BRD,2019,M05,654282
SVN,"NAT",PAS_BRD,2019,M05,0
SVK,"NAT",PAS_BRD,2019,M05,383
TUR,"NAT",PAS_BRD,2019,M05,3888734
GBR,"NAT",PAS_BRD,2019,M05,2102489
AUT,TOTAL,PAS_BRD,2019,M05,3050436
BEL,TOTAL,PAS_BRD,2019,M05,3110135
BGR,TOTAL,PAS_BRD,2019,M05,879835
CHE,TOTAL,PAS_BRD,2019,M05,4857528
CYP,TOTAL,PAS_BRD,2019,M05,1138981
CZE,TOTAL,PAS_BRD,2019,M05,1541903
DEU,TOTAL,PAS_BRD,2019,M05,20309970
DNK,TOTAL,PAS_BRD,2019,M05,3079080
EST,TOTAL,PAS_BRD,2019,M05,300446
GRC,TOTAL,PAS_BRD,2019,M05,5176387
ESP,TOTAL,PAS_BRD,2019,M05,20656354
FIN,TOTAL,PAS_BRD,2019,M05,2041991
FRA,TOTAL,PAS_BRD,2019,M05,14712039
HRV,TOTAL,PAS_BRD,2019,M05,1054244
HUN,TOTAL,PAS_BRD,2019,M05,1462321
IRL,TOTAL,PAS_BRD,2019,M05,3468090
ISL,TOTAL,PAS_BRD,2019,M05,610886
ITA,TOTAL,PAS_BRD,2019,M05,14392826
LTU,TOTAL,PAS_BRD,2019,M05,621474
LUX,TOTAL,PAS_BRD,2019,M05,393188
LVA,TOTAL,PAS_BRD,2019,M05,714938
MNE,TOTAL,PAS_BRD,2019,M05,213117
MKD,TOTAL,PAS_BRD,2019,M05,194449
MLT,TOTAL,PAS_BRD,2019,M05,675499
NLD,TOTAL,PAS_BRD,2019,M05,7405455
NOR,TOTAL,PAS_BRD,2019,M05,3493716
POL,TOTAL,PAS_BRD,2019,M05,4172215
PRT,TOTAL,PAS_BRD,2019,M05,5097408
ROU,TOTAL,PAS_BRD,2019,M05,1870439
RS,TOTAL,PAS_BRD,2019,M05,537239
SWE,TOTAL,PAS_BRD,2019,M05,3419589
SVN,TOTAL,PAS_BRD,2019,M05,169818
SVK,TOTAL,PAS_BRD,2019,M05,206473
TUR,TOTAL,PAS_BRD,2019,M05,13239077
GBR,TOTAL,PAS_BRD,2019,M05,25043661
AUT,INTL,PAS_BRD,2019,M04,2948467
BEL,INTL,PAS_BRD,2019,M04,3119927
BGR,INTL,PAS_BRD,2019,M04,657594
CHE,INTL,PAS_BRD,2019,M04,4892420
CYP,INTL,PAS_BRD,2019,M04,875695
CZE,INTL,PAS_BRD,2019,M04,1431826
DEU,INTL,PAS_BRD,2019,M04,17267466
DNK,INTL,PAS_BRD,2019,M04,2734132
EST,INTL,PAS_BRD,2019,M04,263442
GRC,INTL,PAS_BRD,2019,M04,2505592
ESP,INTL,PAS_BRD,2019,M04,15763396
FIN,INTL,PAS_BRD,2019,M04,1634930
FRA,INTL,PAS_BRD,2019,M04,12075000
HRV,INTL,PAS_BRD,2019,M04,662072
HUN,INTL,PAS_BRD,2019,M04,1384025
IRL,INTL,PAS_BRD,2019,M04,3219900
